"","mgmt","stock","scientificname","assessmethod","timespan","currentyear","Bratio","bfromassessment","Uratio","ufromassessment"
"211","MFish","Smooth oreo Chatham Rise","\textit{Pseudocyttus maculatus}","Integrated Analysis","1979-2006",2006,2.24873024600090,"yes",0.384531413612565,"yes"
"212","MFish","Smooth oreo West end of Chatham Rise","\textit{Pseudocyttus maculatus}","Integrated Analysis","1973-2004",2004,1.24879079044461,"yes",0.531178184110971,"yes"
"224","MFish","common gemfish New Zealand","\textit{Rexea solandri}","Integrated Analysis","1952-2007",2006,1.63557064294778,"yes",0.428687464026706,"yes"
"133","NAFO","Atlantic cod NAFO 3M","\textit{Gadus morhua}","VPA","1959-2008",NA,NA,NA,NA,NA
"134","NAFO","Atlantic cod NAFO 3NO","\textit{Gadus morhua}","VPA","1953-2007",2006,0.0222615600541176,"no",0.269158998378306,"no"
"131","NAFO","American Plaice NAFO-3LNO","\textit{Hippoglossoides platessoides}","VPA","1955-2007",2006,0.0783147930887372,"no",0.766299346670966,"no"
"132","NAFO","American Plaice NAFO-3M","\textit{Hippoglossoides platessoides}","VPA","1960-2007",NA,NA,NA,NA,NA
"138","NAFO","Yellowtail Flounder NAFO 3LNO","\textit{Limanda ferruginea}","Biomass dynamics model","1960-2009",2007,1.61628045029196,"no",0.152322838275498,"no"
"136","NAFO","Redfish species NAFO 3LN","\textit{Redfish species}","Biomass dynamics model","1959-2008",2008,1.88019732205779,"yes",0.0406976744186047,"yes"
"137","NAFO","Redfish species NAFO 3M","\textit{Redfish species}","VPA","1989-2006",NA,NA,NA,NA,NA
"135","NAFO","Greenland halibut NAFO 23KLMNO","\textit{Reinhardtius hippoglossoides}","VPA","1960-2006",2006,0.393272576806633,"no",1.73088311788546,"no"
"28","NMFS","Sablefish Eastern Bering Sea / Aleutian Islands / Gulf of Alaska","\textit{Anoplopoma fimbria}","Statistical catch at age model","1956-2008",2008,1.05231807803038,"yes",0.663366336633663,"yes"
"199","NMFS","Sablefish Pacific Coast","\textit{Anoplopoma fimbria}","Integrated Analysis","1900-2007",NA,NA,NA,NA,NA
"155","NMFS","Ocean quahog Atlantic Coast","\textit{Arctica islandica}","Biomass dynamics model","1978-2008",NA,NA,NA,NA,NA
"251","NMFS","Gray triggerfish Gulf of Mexico","\textit{Balistes capriscus}","Biomass dynamics model","1981-2004",NA,NA,NA,NA,NA
"254","NMFS","Gulf menhaden Gulf of Mexico","\textit{Brevoortia patronus}","Statistical catch at age model","1964-2004",2004,1.08038185063287,"no",0.483008869940591,"no"
"179","NMFS","Atlantic menhaden Atlantic","\textit{Brevoortia tyrannus}","Statistical catch at age model","1940-2005",2005,0.466008754258829,"no",0.967872005598362,"no"
"243","NMFS","Blacknose shark Atlantic","\textit{Carcharhinus acronotus}","Biomass dynamics model","1950-2005",NA,NA,NA,NA,NA
"246","NMFS","Finetooth shark Atlantic","\textit{Carcharhinus isodon}","Biomass dynamics model","1976-2005",NA,NA,NA,NA,NA
"244","NMFS","Blacktip shark Atlantic","\textit{Carcharhinus limbatus}","Biomass dynamics model","1981-2004",NA,NA,NA,NA,NA
"245","NMFS","Blacktip shark Gulf of Mexico","\textit{Carcharhinus limbatus}","Biomass dynamics model","1981-2004",NA,NA,NA,NA,NA
"261","NMFS","Sandbar shark Atlantic","\textit{Carcharhinus plumbeus}","Biomass dynamics model","1975-2004",NA,NA,NA,NA,NA
"143","NMFS","Black sea bass Mid-Atlantic Coast","\textit{Centropristis striata}","Statistical catch at age model","1968-2007",2007,0.91555874611151,"yes",0.669328553464549,"no"
"29","NMFS","Snow crab Bering Sea","\textit{Chionoecetes opilio}","Biomass dynamics model","1979-2008",2008,0.55273436741234,"yes",1.49085050150789,"no"
"149","NMFS","Atlantic herring Northwestern Atlantic Coast","\textit{Clupea harengus}","Statistical catch at age model","1960-2005",NA,NA,NA,NA,NA
"1","NMFS","Pacific herring Prince William Sound","\textit{Clupea pallasii}","Statistical catch at age model","1980-2006",NA,NA,NA,NA,NA
"2","NMFS","Pacific herring Sitka","\textit{Clupea pallasii}","Statistical catch at age model","1978-2007",NA,NA,NA,NA,NA
"166","NMFS","Weakfish Atlantic Coast","\textit{Cynoscion regalis}","VPA","1981-2008",NA,NA,NA,NA,NA
"197","NMFS","Petrale sole Northern Pacific Coast","\textit{Eopsetta jordani}","Integrated Analysis","1910-2005",2005,1.86606471030850,"yes",1.25732159212463,"no"
"198","NMFS","Petrale sole Southern Pacific Coast","\textit{Eopsetta jordani}","Integrated Analysis","1874-2005",2005,1.13249211356467,"yes",0.612978055814841,"no"
"256","NMFS","Red grouper Gulf of Mexico","\textit{Epinephelus morio}","Statistical catch at age model","1986-2005",2005,1.27241962774958,"yes",0.727272727272727,"yes"
"263","NMFS","Snowy grouper Southern Atlantic coast","\textit{Epinephelus niveatus}","Statistical catch at age model","1961-2002",2002,0.186389413988658,"yes",3.08,"yes"
"19","NMFS","Pacific cod Bering Sea and Aleutian Islands","\textit{Gadus macrocephalus}","Integrated Analysis","1964-2008",2008,0.997418230563003,"yes",0.930444526960573,"no"
"20","NMFS","Pacific cod Gulf of Alaska","\textit{Gadus macrocephalus}","Integrated Analysis","1964-2008",2008,0.911331096196868,"yes",0.842502522623691,"no"
"145","NMFS","Atlantic cod Georges Bank","\textit{Gadus morhua}","VPA","1960-2008",2007,0.119337673212501,"yes",0.724580272905359,"no"
"146","NMFS","Atlantic cod Gulf of Maine","\textit{Gadus morhua}","VPA","1893-2008",2007,1.45625511266713,"no",2.39915611814346,"yes"
"173","NMFS","Witch Flounder NAFO-5Y","\textit{Glyptocephalus cynoglossus}","VPA","1982-2008",2007,0.29999126408666,"yes",1.45,"yes"
"23","NMFS","Rex sole Gulf of Alaska","\textit{Glyptocephalus zachirus}","Statistical catch at age model","1979-2008",NA,NA,NA,NA,NA
"192","NMFS","Kelp greenling Oregon Coast","\textit{Hexagrammos decagrammus}","Integrated Analysis","1979-2005",NA,NA,NA,NA,NA
"11","NMFS","Flathead sole Bering Sea and Aleutian Islands","\textit{Hippoglossoides elassodon}","Statistical catch at age model","1977-2008",2008,1.83295973790844,"yes",0.179176239583796,"no"
"12","NMFS","Flathead sole Gulf of Alaska","\textit{Hippoglossoides elassodon}","Statistical catch at age model","1978-2008",NA,NA,NA,NA,NA
"140","NMFS","American Plaice NAFO-5YZ","\textit{Hippoglossoides platessoides}","VPA","1960-2008",2007,0.703997662185856,"yes",0.301241029444512,"no"
"141","NMFS","Atlantic Halibut NAFO-5YZ","\textit{Hippoglossus hippoglossus}","Unknown","1800-2007",NA,NA,NA,NA,NA
"43","NMFS","American lobster Georges Bank","\textit{Homarus americanus}","Biomass dynamics model","1981-2007",NA,NA,NA,NA,NA
"44","NMFS","American lobster Gulf of Maine","\textit{Homarus americanus}","Biomass dynamics model","1981-2007",NA,NA,NA,NA,NA
"45","NMFS","American lobster Southern New England","\textit{Homarus americanus}","Biomass dynamics model","1981-2007",NA,NA,NA,NA,NA
"150","NMFS","Northern shortfin squid Northwestern Atlantic Coast","\textit{Illex illecebrosus}","Biomass dynamics model","1967-2005",NA,NA,NA,NA,NA
"18","NMFS","Northern rock sole Eastern Bering Sea and Aleutian Islands","\textit{Lepidopsetta polyxystra}","Statistical catch at age model","1971-2008",2007,3.01508769905377,"yes",0.213114754098361,"yes"
"34","NMFS","Yellowfin sole Bering Sea and Aleutian Islands","\textit{Limanda aspera}","Statistical catch at age model","1959-2008",2008,1.93863525835866,"yes",0.615384615384615,"yes"
"174","NMFS","Yellowtail flounder Cape Cod / Gulf of Maine","\textit{Limanda ferruginea}","VPA","1935-2008",2007,0.246726572528883,"yes",1.73221757322176,"yes"
"175","NMFS","Yellowtail flounder Georges Bank","\textit{Limanda ferruginea}","VPA","1935-2008",2007,0.220509259259259,"yes",1.14173228346457,"yes"
"176","NMFS","Yellowtail Flounder Southern New England-Mid Atlantic","\textit{Limanda ferruginea}","VPA","1935-2008",2007,0.128029197080292,"yes",1.61417322834646,"yes"
"14","NMFS","Golden king crab Aleutian Islands Eastern segment","\textit{Lithodes aequispinus}","Statistical catch at length model","1990-2007",NA,NA,NA,NA,NA
"15","NMFS","Golden king crab Aleutian Islands Western segment","\textit{Lithodes aequispinus}","Statistical catch at length model","1989-2007",NA,NA,NA,NA,NA
"152","NMFS","Monkfish Gulf of Maine / Northern Georges Bank","\textit{Lophius americanus}","Unknown","1964-2006",2006,1.73457622709943,"no",0.375440091455054,"no"
"153","NMFS","Monkfish Southern Georges Bank / Mid-Atlantic","\textit{Lophius americanus}","Unknown","1964-2006",2006,1.716084731161,"no",0.299165994944751,"no"
"165","NMFS","Tilefish Mid-Atlantic Coast","\textit{Lopholatilus chamaeleonticeps}","Biomass dynamics model","1973-2008",2005,0.716756314599638,"no",0.606154414825958,"no"
"265","NMFS","Tilefish Southern Atlantic coast","\textit{Lopholatilus chamaeleonticeps}","Statistical catch at age model","1961-2002",2002,0.899249444742284,"yes",1.54511627906977,"yes"
"255","NMFS","Mutton snapper Southern Atlantic coast and Gulf of Mexico","\textit{Lutjanus analis}","Statistical catch at age model","1981-2006",NA,NA,NA,NA,NA
"258","NMFS","Red snapper Eastern Gulf of Mexico","\textit{Lutjanus campechanus}","Statistical catch at age model","1872-2003",NA,NA,NA,NA,NA
"259","NMFS","Red snapper Southern Atlantic coast","\textit{Lutjanus campechanus}","Statistical catch at age model","1945-2006",NA,NA,NA,NA,NA
"260","NMFS","Red snapper Western Gulf of Mexico","\textit{Lutjanus campechanus}","Statistical catch at age model","1880-2003",NA,NA,NA,NA,NA
"147","NMFS","Haddock NAFO-5Y","\textit{Melanogrammus aeglefinus}","VPA","1956-2008",2007,0.990847457627119,"yes",1.20515000769957,"no"
"148","NMFS","Haddock Georges Bank","\textit{Melanogrammus aeglefinus}","VPA","1930-2008",NA,NA,NA,NA,NA
"161","NMFS","Silver hake Gulf of Maine / Northern Georges Bank","\textit{Merluccius bilinearis}","Survey index","1955-2005",NA,NA,NA,NA,NA
"162","NMFS","Silver hake Southern Georges Bank / Mid-Atlantic","\textit{Merluccius bilinearis}","Survey index","1955-2005",NA,NA,NA,NA,NA
"195","NMFS","Pacific hake Pacific Coast","\textit{Merluccius productus}","Integrated Analysis","1966-2008",2008,1.61323529411765,"yes",0.730769230769231,"yes"
"42","NMFS","Atlantic croaker Mid-Atlantic Coast","\textit{Micropogonias undulatus}","Biomass dynamics model","1973-2002",2002,1.42256539217596,"yes",0.270270270270270,"yes"
"9","NMFS","Dover sole Gulf of Alaska","\textit{Microstomus pacificus}","Statistical catch at age model","1978-2010",NA,NA,NA,NA,NA
"276","NMFS","Dover sole Pacific Coast","\textit{Microstomus pacificus}","Integrated Analysis","1910-2005",2005,1.61140338162192,"yes",0.453575187546674,"no"
"163","NMFS","Striped bass Gulf of Maine / Cape Hatteras","\textit{Morone saxatilis}","Statistical catch at age model","1982-2006",NA,NA,NA,NA,NA
"247","NMFS","Gag Gulf of Mexico","\textit{Mycteroperca microlepis}","Unknown","1963-2004",2004,0.996813388613154,"yes",2.43781094527363,"yes"
"248","NMFS","Gag Southern Atlantic coast","\textit{Mycteroperca microlepis}","Statistical catch at age model","1962-2005",2005,0.94233576020986,"yes",1.30801687763713,"yes"
"268","NMFS","Yellowtail snapper Southern Atlantic Coast and Gulf of Mexico","\textit{Ocyurus chrysurus}","Statistical catch at age model","1962-2001",2001,1.14146142886220,"yes",0.611111111111111,"yes"
"237","NMFS","Lingcod Northern Pacific Coast","\textit{Ophiodon elongatus}","Integrated Analysis","1956-2005",NA,NA,NA,NA,NA
"238","NMFS","Lingcod Southern Pacific Coast","\textit{Ophiodon elongatus}","Integrated Analysis","1956-2005",NA,NA,NA,NA,NA
"257","NMFS","Red porgy Southern Atlantic coast","\textit{Pagrus pagrus}","Statistical catch at age model","1972-2004",2004,0.610676077403724,"yes",0.39075,"yes"
"46","NMFS","Northern shrimp Gulf of Maine","\textit{Pandalus borealis}","Statistical catch at age model","1960-2009",2008,1.58000978369048,"no",0.559883034014296,"no"
"160","NMFS","Summer flounder Mid-Atlantic Coast","\textit{Paralichthys dentatus}","Statistical catch at age model","1940-2007",NA,NA,NA,NA,NA
"26","NMFS","Red king crab Bristol Bay","\textit{Paralithodes camtschaticus}","Statistical catch at length model","1960-2008",2008,1.27256061050778,"yes",1.05393939393939,"yes"
"27","NMFS","Red king crab Norton Sound","\textit{Paralithodes camtschaticus}","Statistical catch at length model","1976-2008",NA,NA,NA,NA,NA
"191","NMFS","English sole Pacific Coast","\textit{Parophrys vetulus}","Integrated Analysis","1876-2007",2007,6.4215445908673,"yes",0.136645667062804,"no"
"144","NMFS","Atlantic butterfish Gulf of Maine / Cape Hatteras","\textit{Peprilus triacanthus}","Unknown","1965-2005",NA,NA,NA,NA,NA
"156","NMFS","Sea scallop Georges Bank","\textit{Placopecten magellanicus}","Statistical catch at length model","1964-2006",2006,1.58842805457888,"no",0.782293253084282,"no"
"157","NMFS","Sea scallop Mid-Atlantic Coast","\textit{Placopecten magellanicus}","Statistical catch at length model","1964-2006",2006,0.999996477273128,"no",0.356469181219244,"no"
"280","NMFS","Starry flounder Northern Pacific Coast","\textit{Platichthys stellatus}","Integrated Analysis","1970-2005",2005,1.09896373056995,"yes",0.331621769606974,"no"
"281","NMFS","Starry flounder Southern Pacific Coast","\textit{Platichthys stellatus}","Integrated Analysis","1970-2005",2005,1.54710920770878,"yes",0.120704612545974,"no"
"6","NMFS","Atka mackerel Bering Sea and Aleutian Islands","\textit{Pleurogrammus monopterygius}","Statistical catch at age model","1976-2009",2009,1.54771929824561,"yes",0.546564952035914,"no"
"3","NMFS","Alaska plaice Bering Sea and Aleutian Islands","\textit{Pleuronectes quadrituberculatus}","Statistical catch at age model","1972-2008",2008,2.46075792730085,"yes",0.0693548387096774,"yes"
"154","NMFS","Pollock NAFO-5YZ","\textit{Pollachius virens}","Survey index","1963-2007",NA,NA,NA,NA,NA
"142","NMFS","Bluefish Atlantic Coast","\textit{Pomatomus saltatrix}","Statistical catch at age model","1981-2007",2007,0.810087989510766,"no",0.789473684210526,"yes"
"170","NMFS","Winter Flounder NAFO-5Z","\textit{Pseudopleuronectes americanus}","VPA","1982-2007",2006,0.2798125,"yes",0.251618064315943,"no"
"171","NMFS","Winter Flounder NAFO-5Y","\textit{Pseudopleuronectes americanus}","Unknown","1982-2008",NA,NA,NA,NA,NA
"172","NMFS","Winter Flounder Southern New England-Mid Atlantic","\textit{Pseudopleuronectes americanus}","VPA","1940-2007",2007,0.0868816593999123,"yes",1.10316478604902,"no"
"193","NMFS","Longnose skate Pacific Coast","\textit{Raja rhina}","Integrated Analysis","1915-2007",2007,1.55786335218945,"no",0.395206876807947,"no"
"13","NMFS","Greenland turbot Bering Sea and Aleutian Islands","\textit{Reinhardtius hippoglossoides}","Statistical catch at age model","1960-2009",2009,1.47651901215210,"yes",0.0530035335689046,"yes"
"4","NMFS","Arrowtooth flounder Bering Sea and Aleutian Islands","\textit{Reinhardtius stomias}","Statistical catch at age model","1970-2008",2008,2.69844284736482,"yes",0.313944723564346,"no"
"5","NMFS","Arrowtooth flounder Gulf of Alaska","\textit{Reinhardtius stomias}","Statistical catch at age model","1958-2010",2010,3.02035689353665,"yes",0.279162279050432,"no"
"181","NMFS","Arrowtooth flounder Pacific Coast","\textit{Reinhardtius stomias}","Integrated Analysis","1916-2007",2007,3.81495208822998,"yes",0.209523809523810,"yes"
"262","NMFS","Atlantic sharpnose shark Atlantic","\textit{Rhizoprionodon terraenovae}","Biomass dynamics model","1950-2005",NA,NA,NA,NA,NA
"266","NMFS","Vermilion snapper Gulf of Mexico","\textit{Rhomboplites aurorubens}","Biomass dynamics model","1981-2004",NA,NA,NA,NA,NA
"267","NMFS","Vermilion snapper Southern Atlantic coast","\textit{Rhomboplites aurorubens}","Statistical catch at age model","1946-2008",2007,0.860262008733624,"yes",1.27259067357513,"yes"
"180","NMFS","Pacific sardine North Pacific","\textit{Sardinops sagax}","Statistical catch at age model","1981-2008",2006,1.72909403066324,"no",0.374659352559143,"no"
"278","NMFS","Pacific sardine Pacific Coast","\textit{Sardinops sagax}","Integrated Analysis","1981-2007",NA,NA,NA,NA,NA
"275","NMFS","Pacific chub mackerel Pacific Coast","\textit{Scomber japonicus}","Statistical catch at age model","1929-2008",NA,NA,NA,NA,NA
"252","NMFS","King mackerel Gulf of Mexico","\textit{Scomberomorus cavalla}","VPA","1992-2001",NA,NA,NA,NA,NA
"253","NMFS","King mackerel Southern Atlantic Coast","\textit{Scomberomorus cavalla}","VPA","1981-2001",NA,NA,NA,NA,NA
"264","NMFS","Spanish mackerel Southern Atlantic Coast","\textit{Scomberomorus maculatus}","Statistical catch at age model","1950-2008",2007,0.377453916284022,"yes",0.90909090909091,"yes"
"151","NMFS","Atlantic mackerel Gulf of Maine / Cape Hatteras","\textit{Scomber scombrus}","VPA","1960-2005",NA,NA,NA,NA,NA
"168","NMFS","Windowpane flounder - Gulf of Maine / Georges Bank","\textit{Scophthalmus aquosus}","Survey index","1975-2007",NA,NA,NA,NA,NA
"169","NMFS","Windowpane Southern New England-Mid Atlantic","\textit{Scophthalmus aquosus}","Survey index","1975-2007",NA,NA,NA,NA,NA
"274","NMFS","California scorpionfish Southern California","\textit{Scorpaena guttata}","Statistical catch at age model","1990-2005",NA,NA,NA,NA,NA
"7","NMFS","Cabezon Northern California","\textit{Scorpaenichthys marmoratus}","Integrated Analysis","1916-2005",2005,1.04439436619718,"yes",0.994158154875713,"no"
"8","NMFS","Cabezon Southern California","\textit{Scorpaenichthys marmoratus}","Integrated Analysis","1932-2005",2005,0.7376875,"yes",0.528447726431252,"no"
"24","NMFS","Rougheye rockfish Bering Sea and Aleutian Islands","\textit{Sebastes aleutianus}","Statistical catch at age model","1974-2009",NA,NA,NA,NA,NA
"25","NMFS","Rougheye rockfish Gulf of Alaska","\textit{Sebastes aleutianus}","Statistical catch at age model","1974-2007",NA,NA,NA,NA,NA
"21","NMFS","Pacific Ocean perch Eastern Bering Sea and Aleutian Islands","\textit{Sebastes alutus}","Statistical catch at age model","1974-2009",2009,1.23482025885698,"yes",0.258636906846731,"no"
"22","NMFS","Pacific ocean perch Gulf of Alaska","\textit{Sebastes alutus}","Statistical catch at age model","1959-2008",2008,1.16468703952848,"yes",0.726027397260274,"yes"
"196","NMFS","Pacific ocean perch Pacific Coast","\textit{Sebastes alutus}","Statistical catch at age model","1953-2007",2007,0.687352126005543,"yes",0,"yes"
"30","NMFS","Shortraker rockfish Bering Sea and Aleutian Islands","\textit{Sebastes borealis}","Statistical catch at age model","1977-2008",NA,NA,NA,NA,NA
"277","NMFS","Gopher rockfish Southern Pacific Coast","\textit{Sebastes carnatus}","Integrated Analysis","1965-2005",NA,NA,NA,NA,NA
"190","NMFS","Darkblotched rockfish Pacific Coast","\textit{Sebastes crameri}","Integrated Analysis","1928-2007",2007,0.730908703071672,"yes",0.3125,"yes"
"201","NMFS","Widow rockfish Pacific Coast","\textit{Sebastes entomelas}","Statistical catch at age model","1955-2006",2006,0.91321104683426,"no",0.0495867768595041,"yes"
"139","NMFS","Acadian redfish Gulf of Maine / Georges Bank","\textit{Sebastes fasciatus}","Statistical catch at age model","1913-2007",NA,NA,NA,NA,NA
"203","NMFS","Yellowtail rockfish Northern Pacific Coast","\textit{Sebastes flavidus}","Integrated Analysis","1967-2005",2005,1.36341017167728,"yes",0.505919032835944,"no"
"187","NMFS","Chilipepper Southern Pacific Coast","\textit{Sebastes goodei}","Integrated Analysis","1892-2007",2006,1.43372742071337,"no",0.0357142857142857,"yes"
"279","NMFS","Shortbelly rockfish Pacific Coast","\textit{Sebastes jordani}","Integrated Analysis","1950-2005",NA,NA,NA,NA,NA
"188","NMFS","Cowcod Southern California","\textit{Sebastes levis}","Integrated Analysis","1900-2007",2007,0.0939698492462312,"yes",0.0740740740740741,"yes"
"183","NMFS","Black rockfish Northern Pacific Coast","\textit{Sebastes melanops}","Integrated Analysis","1914-2006",2006,1.37499222461089,"no",0.468085106382979,"yes"
"184","NMFS","Black rockfish Southern Pacific Coast","\textit{Sebastes melanops}","Integrated Analysis","1915-2007",2007,2.23349023951267,"yes",0.327166064981950,"yes"
"182","NMFS","Blackgill rockfish  Pacific Coast","\textit{Sebastes melanostomus}","Integrated Analysis","1950-2005",NA,NA,NA,NA,NA
"185","NMFS","Blue rockfish California","\textit{Sebastes mystinus}","Integrated Analysis","1916-2007",2007,0.74849578820698,"yes",1.19106699751861,"yes"
"186","NMFS","Bocaccio Southern Pacific Coast","\textit{Sebastes paucispinis}","Integrated Analysis","1951-2006",2006,0.318106465279057,"yes",0.0952380952380952,"yes"
"189","NMFS","Canary rockfish Pacific Coast","\textit{Sebastes pinniger}","Integrated Analysis","1916-2007",2007,0.850734226238502,"yes",0.0212765957446809,"yes"
"16","NMFS","Northern rockfish Bering Sea and Aleutian Islands","\textit{Sebastes polyspinis}","Statistical catch at age model","1974-2009",2009,1.40980185541024,"yes",0.133997901078741,"no"
"17","NMFS","Northern rockfish Gulf of Alaska","\textit{Sebastes polyspinis}","Statistical catch at age model","1959-2008",2008,1.49589743589744,"yes",0.657534246575343,"yes"
"202","NMFS","Yelloweye rockfish Pacific Coast","\textit{Sebastes ruberrimus}","Integrated Analysis","1923-2006",2006,0.380265006793557,"no",0.647058823529412,"yes"
"10","NMFS","Dusky rockfish Gulf of Alaska","\textit{Sebastes variabilis}","Statistical catch at age model","1973-2008",2007,1.54129327573980,"yes",0.542056074766355,"yes"
"200","NMFS","Shortspine thornyhead Pacific Coast","\textit{Sebastolobus alascanus}","Integrated Analysis","1901-2005",NA,NA,NA,NA,NA
"194","NMFS","Longspine thornyhead Pacific Coast","\textit{Sebastolobus altivelis}","Integrated Analysis","1962-2005",2005,2.65143967496909,"yes",0.227272727272727,"yes"
"249","NMFS","Greater amberjack Gulf of Mexico","\textit{Seriola dumerili}","Biomass dynamics model","1986-2004",NA,NA,NA,NA,NA
"250","NMFS","Greater amberjack Southern Atlantic coast","\textit{Seriola dumerili}","Statistical catch at age model","1946-2006",NA,NA,NA,NA,NA
"242","NMFS","Bonnethead shark Atlantic","\textit{Sphyrna tiburo}","Biomass dynamics model","1950-2005",NA,NA,NA,NA,NA
"164","NMFS","Atlantic surfclam Mid-Atlantic Coast","\textit{Spisula solidissima}","Biomass dynamics model","1965-2008",NA,NA,NA,NA,NA
"159","NMFS","Spiny dogfish Atlantic Coast","\textit{Squalus acanthias}","Unknown","1962-2006",NA,NA,NA,NA,NA
"158","NMFS","Scup Atlantic Coast","\textit{Stenotomus chrysops}","Statistical catch at age model","1960-2007",NA,NA,NA,NA,NA
"31","NMFS","Walleye pollock Aleutian Islands","\textit{Theragra chalcogramma}","Statistical catch at age model","1976-2008",2008,0.8580520674432,"yes",0.0224089635854342,"yes"
"32","NMFS","Walleye pollock Eastern Bering Sea","\textit{Theragra chalcogramma}","Statistical catch at age model","1963-2008",2008,0.660239708181344,"yes",0.852132795931809,"no"
"33","NMFS","Walleye pollock Gulf of Alaska","\textit{Theragra chalcogramma}","Statistical catch at age model","1964-2008",NA,NA,NA,NA,NA
"167","NMFS","White hake Georges Bank / Gulf of Maine","\textit{Urophycis tenuis}","Biomass dynamics model","1963-2007",2007,0.351865008880995,"yes",0.8,"yes"
"269","RFFA","Walleye pollock Northern Sea of Okhotsk","\textit{Theragra chalcogramma}","Biomass dynamics model","1985-1994",NA,NA,NA,NA,NA
"283","RFFA","Walleye pollock Western Bering Sea","\textit{Theragra chalcogramma}","VPA","1994-2004",NA,NA,NA,NA,NA
"106","SPRFMO","Chilean jack mackerel Chilean EEZ and offshore","\textit{Trachurus murphyi}","Unknown","1975-2007",2006,0.51663748726123,"no",1.19592364984652,"no"
"107","UNKNOWN","Shortfin mako Nothwest Pacific Ocean","\textit{Isurus oxyrinchus}","VPA","1990-2003",NA,NA,NA,NA,NA
"239","US State","American lobster Rhode Island","\textit{Homarus americanus}","Biomass dynamics model","1959-2007",2006,0.526865025384191,"no",0.672680502541814,"no"
"241","US State","Winter flounder Rhode Island","\textit{Pseudopleuronectes americanus}","Biomass dynamics model","1959-2007",2006,0.246168723980375,"no",2.02180451127820,"yes"
"240","US State","Tautog Rhode Island","\textit{Tautoga onitis}","Biomass dynamics model","1959-2007",2006,0.837809662973035,"no",0.589083296626514,"no"
"272","WCPFC","Skipjack tuna Central Western Pacific","\textit{Katsuwonus pelamis}","Statistical catch at age model","1972-2006",2006,4.37768396331917,"yes",0.303370786516854,"yes"
"270","WCPFC","Albacore tuna South Pacific Ocean","\textit{Thunnus alalunga}","Statistical catch at age model","1959-2006",2006,2.45737623762376,"yes",0.904255319148936,"yes"
"273","WCPFC","Yellowfin tuna Central Western Pacific","\textit{Thunnus albacares}","Statistical catch at age model","1952-2005",2005,1.22388937922918,"yes",0.797096053611318,"yes"
"271","WCPFC","Bigeye tuna Western Pacific Ocean","\textit{Thunnus obesus}","Statistical catch at age model","1952-2006",2006,1.05675146771037,"yes",1.37673879443586,"yes"
